price,area,Loại BĐS:,Chiều ngang:,Chiều dài:,Số phòng ngủ:,Số phòng tắm:,Số tầng:,Vị trí:,Hướng cửa chính:,Đường/hẻm vào rộng:,Loại đường:,Loại BDS:,Pháp lý:
14.5 tỷ,250m²,"Nhà riêng, nhà phố",10m,25m,,,2,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
18 tỷ,120m²,"Nhà riêng, nhà phố",6.5m,20m,,,3,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
7.5 tỷ,905m²,"Nhà riêng, nhà phố",5m,18.5m,,,1,Đường chính,Nam,6m,Đường nhựa,,Có sổ đỏ
9 tỷ,117m²,"Nhà riêng, nhà phố",7m,17.5m,,,3,Đường chính,Nam,6m,Đường nhựa,,Có sổ đỏ
9 tỷ,117m²,"Nhà riêng, nhà phố",7m,17.5m,,,3,Đường chính,Nam,6m,Đường nhựa,,Có sổ đỏ
11.5 tỷ,100m²,"Nhà riêng, nhà phố",5m,20m,,,3,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
16.3 tỷ,190m²,"Nhà riêng, nhà phố",12m,20m,,,1,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
22 tỷ,132m²,"Nhà riêng, nhà phố",6m,22m,,,3,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
11.5 tỷ,100m²,"Nhà riêng, nhà phố",5m,20m,,,3,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
7 tỷ,154m²,"Nhà riêng, nhà phố",7.6m,22.5m,,,2,Đường chính,Nam,7m,Đường nhựa,,Có sổ đỏ
12 tỷ,87m²,"Nhà riêng, nhà phố",4.5m,19m,,,4,Đường chính,Nam,10m,Đường nhựa,,Có sổ đỏ
10 tỷ,88m²,"Nhà riêng, nhà phố",4.5m,19.5m,,,3,Đường chính,Nam,6m,Đường nhựa,,Có sổ đỏ
16 tỷ,90m²,"Nhà riêng, nhà phố",8m,12m,,,2,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
9.8 tỷ,120m²,"Nhà riêng, nhà phố",5m,24m,,,5,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
9.9 tỷ,148m²,"Nhà riêng, nhà phố",8.7m,17m,,,2,Đường chính,Nam,7m,Đường nhựa,,Có sổ đỏ
12.5 tỷ,93m²,"Nhà riêng, nhà phố",4.5m,20.6m,,,3,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
8.7 tỷ,115m²,"Nhà riêng, nhà phố",5m,23m,,,2,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
12.5 tỷ,125m²,"Nhà riêng, nhà phố",5m,25m,,,4,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
31.5 tỷ,245m²,"Nhà riêng, nhà phố",8m,24m,,,1,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
32 tỷ,110m²,"Nhà riêng, nhà phố",4.9m,24.5m,,,3,Đường chính,Nam,10m,Đường nhựa,,Có sổ đỏ
12.5 tỷ,125m²,"Nhà riêng, nhà phố",5m,25m,,,4,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
20 tỷ,100m²,"Nhà riêng, nhà phố",4.3m,23m,,,3,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
12.5 tỷ,125m²,"Nhà riêng, nhà phố",5m,25m,,,4,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
18 tỷ,79m²,"Nhà riêng, nhà phố",4.9m,16m,,,4,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
11 tỷ,53m²,"Nhà riêng, nhà phố",5.3m,11m,,,5,Đường chính,Nam,10m,Đường nhựa,,Có sổ đỏ
33 tỷ,223m²,"Nhà riêng, nhà phố",10m,23m,,,4,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
33 tỷ,223m²,"Nhà riêng, nhà phố",10m,23m,,,4,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
19 tỷ,100m²,"Nhà riêng, nhà phố",5m,20m,,,1,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
16.5 tỷ,67m²,"Nhà riêng, nhà phố",4.5m,15m,,,4,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
19 tỷ,100m²,"Nhà riêng, nhà phố",5m,20m,,,1,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
8.5 tỷ,101m²,"Nhà riêng, nhà phố",5.2m,20m,,,1,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
18.5 tỷ,90m²,"Nhà riêng, nhà phố",4.5m,20m,,,1,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
10.5 tỷ,164m²,"Nhà riêng, nhà phố",9m,18.2m,,,3,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
10.5 tỷ,164m²,"Nhà riêng, nhà phố",9m,18.2m,,,3,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
25.5 tỷ,106m²,"Nhà riêng, nhà phố",4.5m,23m,,,3,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
14.5 tỷ,250m²,"Nhà riêng, nhà phố",10m,25m,,,2,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
13.8 tỷ,138m²,"Nhà riêng, nhà phố",6m,18m,,,2,Đường chính,Nam,10m,Đường nhựa,,Có sổ đỏ
7.5 tỷ,905m²,"Nhà riêng, nhà phố",5m,18.5m,,,1,Đường chính,Nam,6m,Đường nhựa,,Có sổ đỏ
16 tỷ,90m²,"Nhà riêng, nhà phố",8m,12m,,,2,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
10 tỷ,88m²,"Nhà riêng, nhà phố",4.5m,19.5m,,,3,Đường chính,Nam,6m,Đường nhựa,,Có sổ đỏ
21 tỷ,281m²,"Nhà riêng, nhà phố",19m,15m,,,1,Đường chính,Nam,6m,Đường nhựa,,Có sổ đỏ
20 tỷ,100m²,"Nhà riêng, nhà phố",4.3m,23m,,,3,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
17 tỷ,297m²,"Nhà riêng, nhà phố",7.8m,39m,,,2,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
9.8 tỷ,120m²,"Nhà riêng, nhà phố",5m,24m,,,5,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
18 tỷ,79m²,"Nhà riêng, nhà phố",4.9m,16m,,,4,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
11.5 tỷ,100m²,"Nhà riêng, nhà phố",5m,20m,,,3,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
16.3 tỷ,190m²,"Nhà riêng, nhà phố",12m,20m,,,1,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
12.5 tỷ,125m²,"Nhà riêng, nhà phố",5m,25m,,,4,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
31.5 tỷ,245m²,"Nhà riêng, nhà phố",8m,24m,,,1,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
12.5 tỷ,93m²,"Nhà riêng, nhà phố",4.5m,20.6m,,,3,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
22 tỷ,132m²,"Nhà riêng, nhà phố",6m,22m,,,3,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
32 tỷ,110m²,"Nhà riêng, nhà phố",4.9m,24.5m,,,3,Đường chính,Nam,10m,Đường nhựa,,Có sổ đỏ
9 tỷ,117m²,"Nhà riêng, nhà phố",7m,17.5m,,,3,Đường chính,Nam,6m,Đường nhựa,,Có sổ đỏ
18 tỷ,120m²,"Nhà riêng, nhà phố",6.5m,20m,,,3,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
7 tỷ,154m²,"Nhà riêng, nhà phố",7.6m,22.5m,,,2,Đường chính,Nam,7m,Đường nhựa,,Có sổ đỏ
17 tỷ,297m²,"Nhà riêng, nhà phố",7.8m,39m,,,2,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
12 tỷ,87m²,"Nhà riêng, nhà phố",4.5m,19m,,,4,Đường chính,Nam,10m,Đường nhựa,,Có sổ đỏ
12.5 tỷ,125m²,"Nhà riêng, nhà phố",5m,25m,,,4,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
9.5 tỷ,100m²,"Nhà riêng, nhà phố",5m,20m,,,2,Đường chính,Nam,11m,Đường nhựa,,Có sổ hồng
9.5 tỷ,100m²,"Nhà riêng, nhà phố",5m,20m,,,2,Đường chính,Nam,11m,Đường nhựa,,Có sổ hồng
10.9 tỷ,81m²,"Nhà riêng, nhà phố",5m,26m,,,5,Đường chính,Nam,6m,Đường nhựa,,Có sổ đỏ
25 tỷ,164m²,"Nhà riêng, nhà phố",8m,18m,,,6,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
10.9 tỷ,81m²,"Nhà riêng, nhà phố",5m,26m,,,5,Đường chính,Nam,6m,Đường nhựa,,Có sổ đỏ
19 tỷ,135m²,"Nhà riêng, nhà phố",5m,27m,,,5,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
12.5 tỷ,125m²,"Nhà riêng, nhà phố",5m,25m,,,4,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
36 tỷ,233m²,"Nhà riêng, nhà phố",13m,18m,,,6,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
27.5 tỷ,212m²,"Nhà riêng, nhà phố",10.2m,21m,,,5,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
9.5 tỷ,100m²,"Nhà riêng, nhà phố",5m,20m,,,4,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
14 tỷ,140m²,"Nhà riêng, nhà phố",5m,28m,,,7,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
12.5 tỷ,125m²,"Nhà riêng, nhà phố",5m,25m,,,4,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
2.92 tỷ,54m²,"Nhà riêng, nhà phố",3.7m,9.2m,,,2,Đường chính,Nam,4.5m,Đường nhựa,,Có sổ hồng
7.5 tỷ,70m²,"Nhà riêng, nhà phố",5m,14m,,,3,Đường chính,Nam,6m,Đường nhựa,,Có sổ hồng
5 tỷ,100m²,"Nhà riêng, nhà phố",5m,20m,2,,1,Đường chính,Đông,6m,Đường nhựa,,
12.8 tỷ,110m²,"Nhà riêng, nhà phố",6m,19m,,,3,Đường chính,Nam,35m,Đường nhựa,,Có sổ đỏ
7.3 tỷ,74m²,"Nhà riêng, nhà phố",4.2m,17m,,,3,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
4.8 tỷ,70m²,"Nhà riêng, nhà phố",8m,8.8m,,,,Đường chính,Nam,1m,Đường nhựa,,Có sổ đỏ
2.92 tỷ,54m²,"Nhà riêng, nhà phố",3.7m,9.2m,,,2,Đường chính,Nam,4.5m,Đường nhựa,,Có sổ hồng
5 tỷ,90m²,"Nhà riêng, nhà phố",5m,18m,3,,1,Đường chính,Tây Nam,5.5m,Đường nhựa,,
4.3 tỷ,85m²,"Nhà riêng, nhà phố",5m,17m,,,2,Đường chính,Nam,6m,Đường nhựa,,Có sổ hồng
4.3 tỷ,78m²,"Nhà riêng, nhà phố",4m,19.5m,,,3,Đường chính,Nam,1m,Đường nhựa,,Có sổ đỏ
12.5 tỷ,125m²,"Nhà riêng, nhà phố",5m,25m,,,4,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
12.5 tỷ,125m²,"Nhà riêng, nhà phố",5m,25m,,,4,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
18.5 tỷ,112m²,"Nhà riêng, nhà phố",4.5m,25m,,,6,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
130 tỷ,270m²,"Nhà riêng, nhà phố",15m,18m,,,15,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
62 tỷ,162m²,"Nhà riêng, nhà phố",9m,18m,,,10,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
25 tỷ,100m²,"Nhà riêng, nhà phố",5m,20m,,,8,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
18.5 tỷ,112m²,"Nhà riêng, nhà phố",4.5m,25m,,,6,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
10.5 tỷ,126m²,"Nhà riêng, nhà phố",6m,21m,,,4,Đường chính,Nam,7m,Đường nhựa,,Có sổ đỏ
24.5 tỷ,90m²,"Nhà riêng, nhà phố",5m,18m,,,8,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
60 tỷ,180m²,"Nhà riêng, nhà phố",9m,20m,,,11,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
33 tỷ,126m²,"Nhà riêng, nhà phố",7m,18m,,,7,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
14.5 tỷ,161m²,"Nhà riêng, nhà phố",6.55m,25m,,,1,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
14 tỷ,140m²,"Nhà riêng, nhà phố",5m,28m,,,7,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
25 tỷ,164m²,"Nhà riêng, nhà phố",8m,18m,,,6,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
10.9 tỷ,81m²,"Nhà riêng, nhà phố",5m,26m,,,5,Đường chính,Nam,6m,Đường nhựa,,Có sổ đỏ
27.5 tỷ,212m²,"Nhà riêng, nhà phố",10.2m,21m,,,5,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
36 tỷ,233m²,"Nhà riêng, nhà phố",13m,18m,,,6,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
19 tỷ,135m²,"Nhà riêng, nhà phố",5m,27m,,,5,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
9.5 tỷ,100m²,"Nhà riêng, nhà phố",5m,20m,,,4,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
6.5 tỷ,140m²,"Nhà riêng, nhà phố",4m,35m,,,2,Đường chính,Nam,6m,Đường nhựa,,Có sổ hồng
6.5 tỷ,140m²,"Nhà riêng, nhà phố",4m,35m,,,2,Đường chính,Nam,6m,Đường nhựa,,Có sổ hồng
6.5 tỷ,140m²,"Nhà riêng, nhà phố",4m,35m,,,2,Đường chính,Nam,6m,Đường nhựa,,Có sổ hồng
36 tỷ,196m²,"Nhà riêng, nhà phố",26m,8m,,,2,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
6.5 tỷ,140m²,"Nhà riêng, nhà phố",5m,28m,3,,2,Đường chính,Đông,5.5m,Đường nhựa,,
4.45 tỷ,75m²,"Nhà riêng, nhà phố",5m,15m,,,2,Đường chính,Nam,6m,Đường nhựa,,Có sổ hồng
4.45 tỷ,75m²,"Nhà riêng, nhà phố",5m,15m,,,2,Đường chính,Nam,6m,Đường nhựa,,Có sổ hồng
12.99 tỷ,125m²,"Nhà riêng, nhà phố",8m,15m,,,4,Đường chính,Nam,10m,Đường nhựa,,Có sổ hồng
5.3 tỷ,56m²,"Nhà riêng, nhà phố",4.7m,12m,,,2,Đường chính,Nam,6m,Đường nhựa,,Có sổ hồng
21 tỷ,80m²,"Nhà riêng, nhà phố",8m,10m,,,5,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
19.5 tỷ,90m²,"Nhà riêng, nhà phố",5m,18m,,,3,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
3.8 tỷ,35m²,"Nhà riêng, nhà phố",3.5m,10m,,,3,Đường chính,Nam,10m,Đường nhựa,,Có sổ đỏ
7.1 tỷ,105m²,"Nhà riêng, nhà phố",,,,,3,Đường chính,Nam,7m,Đường nhựa,,Có sổ đỏ
11.99 tỷ,71m²,"Nhà riêng, nhà phố",5m,14m,,,4,Đường chính,Nam,11m,Đường nhựa,,Có sổ hồng
4.3 tỷ,82m²,"Nhà riêng, nhà phố",5m,16m,,,2,Đường chính,Nam,7m,Đường nhựa,,Có sổ hồng
8.4 tỷ,80m²,"Nhà riêng, nhà phố",5m,16m,5,,3,Đường chính,Đông,5.5m,Đường nhựa,,
8 tỷ,100m²,"Nhà riêng, nhà phố",5m,20m,6,,3,Đường chính,Đông,7.5m,Đường nhựa,,
11 tỷ,100m²,"Nhà riêng, nhà phố",5m,20m,,,5,Đường chính,Nam,30m,Đường nhựa,,Có sổ hồng
14.5 tỷ,90m²,"Nhà riêng, nhà phố",4.5m,21m,,,,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
7.6 tỷ,100m²,"Nhà riêng, nhà phố",5m,20m,,,3,Đường chính,Đông Nam,5m,Đường nhựa,,Có sổ hồng
5.5 tỷ,90m²,"Nhà riêng, nhà phố",5m,18m,,,2,Đường chính,Nam,5m,Đường nhựa,,Có sổ đỏ
6.65 tỷ,54.1m²,"Nhà riêng, nhà phố",5.82m,,3,,3,Đường chính,Đông,5.5m,Đường nhựa,,
5.3 tỷ,96m²,"Nhà riêng, nhà phố",4.5m,21m,,,3,Đường chính,Nam,1m,Đường nhựa,,Có sổ đỏ
6.5 tỷ,48m²,"Nhà riêng, nhà phố",3m,16m,,,2,Đường chính,Nam,11m,Đường nhựa,,Có sổ hồng
8.5 tỷ,75m²,"Nhà riêng, nhà phố",5m,15m,3,,2,Đường chính,Đông,5.5m,Đường nhựa,,
18.5 tỷ,112m²,"Nhà riêng, nhà phố",4.5m,25m,,,6,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
14 tỷ,140m²,"Nhà riêng, nhà phố",5m,28m,,,7,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
36 tỷ,233m²,"Nhà riêng, nhà phố",13m,18m,,,6,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
25 tỷ,100m²,"Nhà riêng, nhà phố",5m,20m,,,8,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
14 tỷ,107m²,"Nhà riêng, nhà phố",7.5m,14.2m,,,3,Đường chính,Nam,8m,Đường nhựa,,Có sổ hồng
8 tỷ,56m²,"Nhà riêng, nhà phố",4m,14.2m,,,3,Đường chính,Nam,8m,Đường nhựa,,Có sổ hồng
27.5 tỷ,212m²,"Nhà riêng, nhà phố",10.2m,21m,,,5,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
33 tỷ,126m²,"Nhà riêng, nhà phố",7m,18m,,,7,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
10.9 tỷ,81m²,"Nhà riêng, nhà phố",5m,26m,,,5,Đường chính,Nam,6m,Đường nhựa,,Có sổ đỏ
25 tỷ,164m²,"Nhà riêng, nhà phố",8m,18m,,,6,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
19 tỷ,135m²,"Nhà riêng, nhà phố",5m,27m,,,5,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
12.5 tỷ,125m²,"Nhà riêng, nhà phố",5m,25m,,,4,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
12.5 tỷ,125m²,"Nhà riêng, nhà phố",5m,25m,,,4,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
12.5 tỷ,125m²,"Nhà riêng, nhà phố",5m,25m,,,4,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
12.5 tỷ,125m²,"Nhà riêng, nhà phố",5m,25m,,,4,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
7.7 tỷ,95m²,"Nhà riêng, nhà phố",5m,19m,,,4,Đường chính,Nam,7m,Đường nhựa,,Có sổ hồng
6.15 tỷ,107m²,"Nhà riêng, nhà phố",4.5m,23.7m,,,2,Đường chính,Nam,5m,Đường nhựa,,Có sổ hồng
13.6 tỷ,94m²,"Nhà riêng, nhà phố",5m,19m,,,4,Đường chính,Bắc,35m,Đường nhựa,,Có sổ hồng
7 tỷ,55m²,"Nhà riêng, nhà phố",5.8m,10m,,,3,Đường chính,Nam,7m,Đường nhựa,,Có sổ đỏ
7.5 tỷ,90m²,"Nhà riêng, nhà phố",4.5m,20m,,,3,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
155 tỷ,1455m²,"Nhà riêng, nhà phố",35m,45m,,,7,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
4.65 tỷ,78m²,"Nhà riêng, nhà phố",4.1m,19m,,,3,Đường chính,Nam,1m,Đường nhựa,,Có sổ đỏ
5 tỷ,70m²,"Nhà riêng, nhà phố",5m,14m,3,,2,Đường chính,Đông Nam,5.5m,Đường nhựa,,
11 tỷ,130m²,"Nhà riêng, nhà phố",10m,13m,3,,1,Đường chính,Đông,5.5m,Đường nhựa,,
9.3 tỷ,156m²,"Nhà riêng, nhà phố",5.4m,28m,,,1,Đường chính,Nam,10m,Đường nhựa,,Có sổ đỏ
10.9 tỷ,173m²,"Nhà riêng, nhà phố",6m,27m,,,3,Đường chính,Nam,7m,Đường nhựa,,Có sổ đỏ
14 tỷ,138m²,"Nhà riêng, nhà phố",5m,28m,,,1,Đường chính,Nam,10m,Đường nhựa,,Có sổ đỏ
11 tỷ,120m²,"Nhà riêng, nhà phố",4.5m,26m,,,3,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
21 tỷ,80m²,"Nhà riêng, nhà phố",8m,10m,,,5,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
7 tỷ,150m²,"Nhà riêng, nhà phố",5m,30m,,,2,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
19.5 tỷ,90m²,"Nhà riêng, nhà phố",5m,18m,,,3,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
12.5 tỷ,48m²,"Nhà riêng, nhà phố",6.2m,8m,,,5,Đường chính,Nam,10m,Đường nhựa,,Có sổ đỏ
14 tỷ,94m²,"Nhà riêng, nhà phố",5m,18.8m,,,5,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
155 tỷ,1455m²,"Nhà riêng, nhà phố",35m,45m,,,7,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
10 tỷ,114m²,"Nhà riêng, nhà phố",6m,18m,,,3,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
14 tỷ,140m²,"Nhà riêng, nhà phố",5m,28m,,,7,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
13.5 tỷ,87m²,"Nhà riêng, nhà phố",4.1m,21m,,,2,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
14 tỷ,83m²,"Nhà riêng, nhà phố",5m,16.5m,,,7,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
5.5 tỷ,68m²,"Nhà riêng, nhà phố",6m,12m,,,3,Đường chính,Nam,6m,Đường nhựa,,Có sổ hồng
6.1 tỷ,72m²,"Nhà riêng, nhà phố",4.5m,16m,,,4,Đường chính,Nam,6m,Đường nhựa,,Có sổ hồng
4.85 tỷ,93m²,"Nhà riêng, nhà phố",5.3m,18m,,,1,Đường chính,Nam,7m,Đường nhựa,,Có sổ hồng
12.5 tỷ,74m²,"Nhà riêng, nhà phố",5m,14m,,,3,Đường chính,Nam,11m,Đường nhựa,,Có sổ hồng
7.9 tỷ,93m²,"Nhà riêng, nhà phố",5m,19m,,,1,Đường chính,Nam,6m,Đường nhựa,,Có sổ hồng
3.65 tỷ,75m²,"Nhà riêng, nhà phố",5m,15.5m,,,2,Đường chính,Nam,6m,Đường nhựa,,Có sổ hồng
15 tỷ,107m²,"Nhà riêng, nhà phố",4.85m,23m,,,2,Đường chính,Nam,8m,Đường nhựa,,Có sổ hồng
5.8 tỷ,64m²,"Nhà riêng, nhà phố",8m,9m,,,1,Đường chính,Nam,11m,Đường nhựa,,Có sổ hồng
3.5 tỷ,70m²,"Nhà riêng, nhà phố",5m,14m,,,2,Đường chính,Nam,6m,Đường nhựa,,Có sổ hồng
6.5 tỷ,48m²,"Nhà riêng, nhà phố",3m,16m,,,2,Đường chính,Nam,11m,Đường nhựa,,Có sổ hồng
5.2 tỷ,79m²,"Nhà riêng, nhà phố",,,,,,Đường chính,Nam,1m,Đường nhựa,,Có sổ đỏ
3.95 tỷ,90m²,"Nhà riêng, nhà phố",5m,18m,,,2,Đường chính,Nam,6m,Đường nhựa,,Có sổ đỏ
5.5 tỷ,66m²,"Nhà riêng, nhà phố",4.8m,13.5m,,,3,Đường chính,Nam,6m,Đường nhựa,,Có sổ hồng
18.8 tỷ,318m²,"Nhà riêng, nhà phố",18m,18m,,,3,Đường chính,Nam,7m,Đường nhựa,,Có sổ đỏ
16.5 tỷ,67m²,"Nhà riêng, nhà phố",4.5m,15m,,,4,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
33 tỷ,223m²,"Nhà riêng, nhà phố",10m,23m,,,4,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
25.5 tỷ,106m²,"Nhà riêng, nhà phố",4.5m,23m,,,3,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
8.5 tỷ,101m²,"Nhà riêng, nhà phố",5.2m,20m,,,1,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
19 tỷ,100m²,"Nhà riêng, nhà phố",5m,20m,,,1,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
14.5 tỷ,250m²,"Nhà riêng, nhà phố",10m,25m,,,2,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
10.5 tỷ,164m²,"Nhà riêng, nhà phố",9m,18.2m,,,3,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
18.5 tỷ,90m²,"Nhà riêng, nhà phố",4.5m,20m,,,1,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
13.8 tỷ,138m²,"Nhà riêng, nhà phố",6m,18m,,,2,Đường chính,Nam,10m,Đường nhựa,,Có sổ đỏ
17 tỷ,297m²,"Nhà riêng, nhà phố",7.8m,39m,,,2,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
16 tỷ,90m²,"Nhà riêng, nhà phố",8m,12m,,,2,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
10.5 tỷ,126m²,"Nhà riêng, nhà phố",6m,21m,,,4,Đường chính,Nam,7m,Đường nhựa,,Có sổ đỏ
21 tỷ,281m²,"Nhà riêng, nhà phố",19m,15m,,,1,Đường chính,Nam,6m,Đường nhựa,,Có sổ đỏ
7.5 tỷ,905m²,"Nhà riêng, nhà phố",5m,18.5m,,,1,Đường chính,Nam,6m,Đường nhựa,,Có sổ đỏ
9 tỷ,117m²,"Nhà riêng, nhà phố",7m,17.5m,,,3,Đường chính,Nam,6m,Đường nhựa,,Có sổ đỏ
18 tỷ,79m²,"Nhà riêng, nhà phố",4.9m,16m,,,4,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
18 tỷ,120m²,"Nhà riêng, nhà phố",6.5m,20m,,,3,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
11.5 tỷ,100m²,"Nhà riêng, nhà phố",5m,20m,,,3,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
12 tỷ,87m²,"Nhà riêng, nhà phố",4.5m,19m,,,4,Đường chính,Nam,10m,Đường nhựa,,Có sổ đỏ
32 tỷ,242m²,"Nhà riêng, nhà phố",13m,20m,,,1,Đường chính,Nam,7m,Đường nhựa,,Có sổ đỏ
31.5 tỷ,245m²,"Nhà riêng, nhà phố",8m,24m,,,1,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
36 tỷ,233m²,"Nhà riêng, nhà phố",13m,18m,,,6,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
10 tỷ,88m²,"Nhà riêng, nhà phố",4.5m,19.5m,,,3,Đường chính,Nam,6m,Đường nhựa,,Có sổ đỏ
