Address,Prices,Area,toFace,type,certificate,width,length,floors
" Đường Phan Văn Trị, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng", 11 tỷ , 198 m2,_,Nhà mặt tiền,---,11m,19m,3
" Đường Phan Châu Trinh, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng", 13 tỷ , 84 m2,_,Nhà mặt tiền,---,"4,5m",19m,3
" Đường Duy Tân, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 22,1 tỷ ", 207 m2,_,Nhà mặt tiền,---,9m,23m,2
" Đường Hải Hồ, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 4,9 tỷ ", 68 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",15m,2
" Đường Nguyễn Văn Linh, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 6,2 tỷ ", 90 m2,_,Nhà mặt tiền,---,5m,18m,3
" Đường Nguyễn Đình Tứ, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"," 5,3 tỷ ", 100 m2,_,Nhà mặt tiền,---,5m,20m,1
" Đường Trần Văn Dư, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 13,7 tỷ ", 231 m2,_,Nhà mặt tiền,---,"8,5m",27m,1
" Đường Thái Thị Bôi, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 5,9 tỷ ", 87 m2,_,Nhà mặt tiền,---,"3,8m",17m,2
" Đường Lý Tự Trọng, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng", 14 tỷ , 98 m2,_,Nhà mặt tiền,---,"5,1m",17m,3
" Đường Lương Ngọc Quyến, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng", 11 tỷ , 76 m2,_,Nhà mặt tiền,---,7m,11m,3
" Đường Ngô Thị Liễu, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 5,3 tỷ ", 82 m2,_,Nhà mặt tiền,---,5m,"16,5m",3
" Đường Tô Hiến Thành, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng", 55 tỷ , 700 m2,_,Nhà mặt tiền,---,15m,46m,1
" Đường Hồ Sĩ Tân, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 7,2 tỷ ", 126 m2,_,Nhà mặt tiền,---,5m,25m,3
" Đường Huỳnh Ngọc Huệ, Phường An Khê, Quận Thanh Khê, Đà Nẵng", 7 tỷ , 50 m2,_,Nhà mặt tiền,---,4m,13m,3
" Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng", 69 tỷ , 404 m2,_,Nhà mặt tiền,---,20m,20m,2
" Đường Phan Châu Trinh, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng", 14 tỷ , 77 m2,_,Nhà mặt tiền,---,"4,26m","18,2m",4
" Đường Lê Lợi, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng", 15 tỷ , 118 m2,_,Nhà mặt tiền,---,6m,16m,1
" Đường Ngô Chi Lan, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 6,5 tỷ ", 74 m2,_,Nhà mặt tiền,---,"5,86m",15m,4
" Đường Khúc Hạo, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 6,5 tỷ ", 125 m2,_,Nhà mặt tiền,---,5m,25m,2
" Đường Bế Văn Đàn, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 6,1 tỷ ", 86 m2,_,Nhà mặt tiền,---,5m,"17,2m",3
" Đường Hùng Vương, Phường Hải Châu II, Quận Hải Châu, Đà Nẵng", 12 tỷ , 69 m2,_,Nhà mặt tiền,---,4m,18m,1
" Đường Nguyễn Hữu Thọ, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng", 17 tỷ , 170 m2,_,Nhà mặt tiền,---,5m,34m,5
" Đường Huỳnh Tấn Phát, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 8,9 tỷ ", 92 m2,_,Nhà mặt tiền,---,"4,5m",20m,1
" Đường Nguyễn Sơn Hà, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 7,45 tỷ ", 70 m2,_,Nhà mặt tiền,---,5m,14m,3
" Đường Lý Nhân Tông, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng", 17 tỷ , 277 m2,_,Nhà mặt tiền,---,15m,18m,1
" Đường Khuê Mỹ Đông 15, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 14,5 tỷ ", 102 m2,_,Nhà mặt tiền,---,6m,17m,6
" Đường An Thượng 26, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 39 tỷ , 180 m2,_,Nhà mặt tiền,---,9m,20m,10
" Đuờng Vũ Hữu, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 10 tỷ , 105 m2,_,Nhà mặt tiền,---,5m,25m,3
" Đuờng Vũ Hữu, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 10 tỷ , 105 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,21m,3
" Đường Lê Thanh Nghị, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng", 9 tỷ , 70 m2,_,Nhà mặt tiền,---,5m,14m,3
" Đường Bế Văn Đàn, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 6,4 tỷ ", 86 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,17m,3
" Đường Phạm Văn Đồng, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng", 30 tỷ , 125 m2,_,Nhà mặt tiền,---,5m,25m,6
" Đường Trần Thanh Mại, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng", 6 tỷ , 75 m2,_,Nhà mặt tiền,---,5m,15m,2
" Đường An Thượng 2, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 18 tỷ , 90 m2,_,Nhà mặt tiền,---,5m,18m,2
" Đường Bà Huyện Thanh Quan, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 22 tỷ , 144 m2,_,Nhà mặt tiền,---,9m,16m,2
" Đường Mỹ Đa Đông 12, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 20,5 tỷ ", 228 m2,_,Nhà mặt tiền,---,12m,18m,2
" Đường Ngô Thì Sĩ, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 15 tỷ , 102 m2,_,Nhà mặt tiền,---,5m,"20,5m",2
" Đường Bạch Đằng, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng", 79 tỷ , 169 m2,_,Nhà mặt tiền,---,"6,7m",24m,2
" Đường Nguyễn Hữu Thọ, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 9,5 tỷ ", 50 m2,_,Nhà mặt tiền,---,"4,5m",11m,5
" Đường Trần Phú, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng", 17 tỷ , 97 m2,_,Nhà mặt tiền,---,4m,24m,3
" Đường Trần Hoành, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng", 15 tỷ , 200 m2,_,Nhà mặt tiền,---,10m,20m,3
" Đường Nguyễn Duy Hiệu, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng", 9 tỷ , 142 m2,_,Nhà mặt tiền,---,"5,93m",23m,1
" Đường Hoàng Thúc Trâm, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 7,5 tỷ ", 90 m2,_,Nhà mặt tiền,---,5m,18m,3
" Đường Bà Huyện Thanh Quan, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 25 tỷ , 313 m2,_,Nhà mặt tiền,---,"9,6m",23m,2
" Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 19,5 tỷ ", 137 m2,_,Nhà mặt tiền,---,7m,23m,3
" Đường Morrison, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng", 35 tỷ , 126 m2,_,Nhà mặt tiền,---,7m,18m,7
" Đường Phú Thạnh 4, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 5,9 tỷ ", 100 m2,_,Nhà mặt tiền,---,5m,20m,3
" Đường Núi Thành, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng", 28 tỷ , 151 m2,_,Nhà mặt tiền,---,"6,5m",24m,8
" Đường Nguyễn Văn Linh, Phường Nam Dương, Quận Hải Châu, Đà Nẵng", 55 tỷ , 150 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,24m,2
" Đường An Thượng 4, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 20 tỷ , 90 m2,_,Nhà mặt tiền,---,5m,18m,4
" Đường Bàu Tràm 1, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 6,25 tỷ ", 74 m2,_,Nhà mặt tiền,---,"4,5m",15m,2
" Đường Thanh Hải, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng", 8 tỷ , 92 m2,_,Nhà mặt tiền,---,"5,38m","17,29m",1
" Đường Thanh Long, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 7,3 tỷ ", 108 m2,_,Nhà mặt tiền,---,"4,5m","15,25m",4
" Đường Phạm Phú Tiết, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 7,5 tỷ ", 96 m2,_,Nhà mặt tiền,---,5m,"19,3m",3
" Đường Mai Lão Bạng, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 7,3 tỷ ", 92 m2,_,Nhà mặt tiền,---,"7,8m",12m,4
" Đường Huy Cận, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 5,7 tỷ ", 70 m2,_,Nhà mặt tiền,---,5m,14m,3
" Đường An Thượng 29, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 13 tỷ , 74 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,5
" Đường Nguyễn Chí Thanh, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"," 9,4 tỷ ", 54 m2,_,Nhà mặt tiền,---,"4,2m","12,7m",4
" Đường Đào Trí, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 4,4 tỷ ", 75 m2,_,Nhà mặt tiền,---,5m,15m,3
" Đường Lê Hữu Khánh, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng", 14 tỷ , 200 m2,_,Nhà mặt tiền,---,10m,20m,3
" Đường Bế Văn Đàn, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng", 8 tỷ , 75 m2,_,Nhà mặt tiền,---,5m,15m,5
" Đường Thanh Hải, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng", 8 tỷ , 92 m2,_,Nhà mặt tiền,---,"5,38m","17,29m",2
" Đường Trần Đức Thảo, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng", 7 tỷ , 90 m2,_,Nhà mặt tiền,---,5m,18m,1
" Đường Phạm Văn Nghị, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"," 9,5 tỷ ", 58 m2,_,Nhà mặt tiền,---,4m,15m,4
" Đường Hàm Nghi, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng", 22 tỷ , 82 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,5
" Đường Phạm Văn Nghị, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"," 9,5 tỷ ", 60 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,4
" Đường Phạm Phú Thứ, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng", 15 tỷ , 58 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,7m","12,5m",4
" Đường Đống Đa, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng", 28 tỷ , 99 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,7
" Đường Đinh Công Tráng, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 5,5 tỷ ", 58 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,15m,3
" Đường Trần Đức Thảo, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 6,8 tỷ ", 90 m2,_,Nhà mặt tiền,---,5m,18m,1
" Đường Nguyễn Hoàng, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng"," 10,5 tỷ ", 81 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Chu Mạnh Trinh, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 4,7 tỷ ", 74 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m","16,5m",3
" Đường Khuê Đông, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng", 16 tỷ , 102 m2,_,Nhà mặt tiền,---,6m,17m,5
" Đường 2/9, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng", 10 tỷ , 89 m2,_,Nhà mặt tiền,---,"4,5m",17m,4
" Đường 2/9, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng", 10 tỷ , 89 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,1
" Đường Nguyễn Chí Thanh, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng", 27 tỷ , 192 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"7,7m",23m,1
" Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng", 16 tỷ , 93 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,4
" Đường An Cư 5, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 7,7 tỷ ", 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Thạch Lam, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 11,5 tỷ ", 170 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,1
" Đường Nguyễn Thị Minh Khai, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng", 18 tỷ , 92 m2,_,Nhà mặt tiền,---,"4,6m",20m,4
" Đường Đỗ Quang, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng"," 7,2 tỷ ", 51 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"11,6m","4,6m",2
" Đường Nguyễn Văn Linh, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 10,8 tỷ ", 90 m2,_,Nhà mặt tiền,---,5m,19m,5
" Đường Mai Am, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 7,9 tỷ ", 105 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,15m,3
" Đường Hoàng Văn Thụ, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng", 65 tỷ , 380 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,18m,21m,1
" Đường 2/9, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 32,5 tỷ ", 560 m2,_,Nhà mặt tiền,---,15m,23m,1
" Đường Chi Lăng, Phường Hải Châu II, Quận Hải Châu, Đà Nẵng", 25 tỷ , 108 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,22m,7
" Đường Nguyễn Xí, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 6,2 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3
" Đường Thân Cảnh Phúc, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 18 tỷ , 210 m2,_,Nhà mặt tiền,---,10m,21m,3
" Đường 3/2, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng", 16 tỷ , 125 m2,_,Nhà mặt tiền,---,5m,25m,3
" Đường Nguyễn Chí Diễu, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 5,8 tỷ ", 100 m2,_,Nhà mặt tiền,---,5m,20m,2
" Đường Thái Thị Bôi, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 5,4 tỷ ", 70 m2,_,Nhà mặt tiền,---,"4,5m",16m,3
" Đường Phan Đăng Lưu, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 16,3 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Núi Thành, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 14,5 tỷ ", 115 m2,_,Nhà mặt tiền,---,4m,22m,3
" Đường Nguyễn Tất Thành, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng", 30 tỷ , 250 m2,_,Nhà mặt tiền,---,10m,25m,4
" Đường Trần Thủ Độ, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 8,2 tỷ ", 100 m2,_,Nhà mặt tiền,---,5m,20m,3
" Đường Ỷ Lan Nguyên Phi, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 8,5 tỷ ", 90 m2,_,Nhà mặt tiền,---,"4,5m",20m,4
" Đường Lê Lai, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"," 6,5 tỷ ", 50 m2,_,Nhà mặt tiền,---,"4,25m","11,5m",2
" Đường Phan Đăng Lưu, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 13,3 tỷ ", 130 m2,_,Nhà mặt tiền,---,5m,26m,3
" Đường Hoàng Diệu, Phường Nam Dương, Quận Hải Châu, Đà Nẵng"," 21,5 tỷ ", 100 m2,_,Nhà mặt tiền,---,"6,5m","15,5m",2
" Đường Tống Phước Phổ, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 7 tỷ , 67 m2,_,Nhà mặt tiền,---,5m,"13,5m",3
" Đường Nguyễn Văn Linh, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 6,2 tỷ ", 90 m2,_,Nhà mặt tiền,---,5m,18m,2
" Đường Phan Thanh, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"," 14,5 tỷ ", 107 m2,_,Nhà mặt tiền,---,"4,6m",24m,3
" Đường Hàn Thuyên, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 8,4 tỷ ", 109 m2,_,Nhà mặt tiền,---,5m,20m,3
" Đường Kỳ Đồng, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng"," 9,8 tỷ ", 100 m2,_,Nhà mặt tiền,---,5m,20m,3
" Đường Hoàng Hoa Thám, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng", 18 tỷ , 75 m2,_,Nhà mặt tiền,---,5m,15m,3
" Đường Duy Tân, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 17,5 tỷ ", 132 m2,_,Nhà mặt tiền,---,"5,68m",23m,1
" Đường Nguyễn Hữu Dật, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 13 tỷ , 100 m2,_,Nhà mặt tiền,---,5m,20m,3
" Đường Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 26,5 tỷ ", 190 m2,_,Nhà mặt tiền,---,"8,5m","22,7m",5
" Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng", 16 tỷ , 84 m2,_,Nhà mặt tiền,---,"4,15m","21,54m",6
" Đường Nguyễn Du, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng", 20 tỷ , 155 m2,_,Nhà mặt tiền,---,"5,2m","24,8m",3
" Đường An Thượng 6, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 13,2 tỷ ", 67 m2,_,Nhà mặt tiền,---,"4,5m","15,5m",6
" Đường Nguyễn Đức Trung, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng", 10 tỷ , 100 m2,_,Nhà mặt tiền,---,5m,20m,5
" Đường Dương Trí Trạch, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng", 12 tỷ , 130 m2,_,Nhà mặt tiền,---,10m,13m,2
" Đường Phan Đăng Lưu, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 13,3 tỷ ", 130 m2,_,Nhà mặt tiền,---,5m,26m,3
" Đường Ỷ Lan Nguyên Phi, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 12 tỷ , 100 m2,_,Nhà mặt tiền,---,5m,20m,5
" Đường Tiên Sơn 8, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 10,3 tỷ ", 120 m2,_,Nhà mặt tiền,---,7m,"17,5m",3
" Đường Thân Nhân Trung, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 5,6 tỷ ", 81 m2,_,Nhà mặt tiền,---,"4,5m",18m,3
" Đường Hàn Thuyên, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 8 tỷ , 108 m2,_,Nhà mặt tiền,---,"4,5m",24m,3
" Đường Phạm Tu, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 8,5 tỷ ", 56 m2,_,Nhà mặt tiền,---,4m,16m,5
" Đường Nguyễn Dữ, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 4,2 tỷ ", 80 m2,_,Nhà mặt tiền,---,5m,16m,1
" Đường Đỗ Huy Uyển, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 8,3 tỷ ", 100 m2,_,Nhà mặt tiền,---,5m,20m,3
" Đường Lý Tự Trọng, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"," 5,6 tỷ ", 59 m2,_,Nhà mặt tiền,---,6m,"9,5m",4
" Đường Phan Huy Ôn, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 4,95 tỷ ", 70 m2,_,Nhà mặt tiền,---,5m,14m,4
" Đường Hà Huy Tập, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 16,5 tỷ ", 120 m2,_,Nhà mặt tiền,---,"5,8m",21m,4
" Đường Phạm Đình Hổ, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng", 8 tỷ , 140 m2,_,Nhà mặt tiền,---,7m,20m,3
" Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng", 13 tỷ , 72 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,13m,4
" Đường Bà Huyện Thanh Quan, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 9,5 tỷ ", 214 m2,_,Nhà mặt tiền,---,"5,8m",43m,1
" Đường Lê Duẩn, Phường Tân Chính, Quận Thanh Khê, Đà Nẵng", 20 tỷ , 59 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,5m",11m,3
" Đường Chi Lăng, Phường Hải Châu II, Quận Hải Châu, Đà Nẵng"," 24,5 tỷ ", 125 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,22m,6
" Đường Nguyễn Văn Siêu, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"," 6,5 tỷ ", 76 m2,_,Nhà mặt tiền,---,"4,5m",17m,2
" Đường Nguyễn Xuân Khoát, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 17,5 tỷ ", 100 m2,_,Nhà mặt tiền,---,5m,20m,8
" Đường Lý Tự Trọng, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 7,2 tỷ ", 68 m2,_,Nhà mặt tiền,---,"4,5m","15,3m",4
" Đường Lê Thanh Nghị, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng", 11 tỷ , 71 m2,_,Nhà mặt tiền,---,5m,14m,3
" Đường Thanh Thủy, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng", 12 tỷ , 110 m2,_,Nhà mặt tiền,---,11m,10m,2
" Đường Nguyễn Công Trứ, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"," 13,5 tỷ ", 146 m2,_,Nhà mặt tiền,---,"6,6m","22,5m",2
" Đường Lý Thái Tông, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng", 9 tỷ , 100 m2,_,Nhà mặt tiền,---,5m,20m,3
" Đường Huỳnh Tấn Phát, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 11,5 tỷ ", 102 m2,_,Nhà mặt tiền,---,5m,20m,3
" Đường Hà Chương, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng", 42 tỷ , 190 m2,_,Nhà mặt tiền,---,10m,19m,1
" Đường Cao Xuân Dục, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 8,3 tỷ ", 65 m2,_,Nhà mặt tiền,---,"4,5m","14,5m",5
" Đường Lê Duẩn, Phường Tân Chính, Quận Thanh Khê, Đà Nẵng", 20 tỷ , 59 m2,_,Nhà mặt tiền,---,"5,4m",11m,3
" Đường Bế Văn Đàn, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 5,95 tỷ ", 86 m2,_,Nhà mặt tiền,---,5m,15m,3
" Đường Phan Thanh, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"," 9,8 tỷ ", 50 m2,_,Nhà mặt tiền,---,4m,"12,5m",3
" Đường Phan Châu Trinh, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng", 20 tỷ , 126 m2,_,Nhà mặt tiền,---,"5,45m",24m,3
" Đường Huy Cận, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 5,6 tỷ ", 70 m2,_,Nhà mặt tiền,---,5m,14m,3
" Đường Châu Thị Vĩnh Tế, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 17 tỷ , 100 m2,_,Nhà mặt tiền,---,7m,15m,2
" Đường Nguyễn Cư Trinh, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 13 tỷ , 146 m2,_,Nhà mặt tiền,---,"8,8m",18m,3
" Đường Nguyễn Đổng Chi, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 7,5 tỷ ", 80 m2,_,Nhà mặt tiền,---,5m,16m,3
" Đường An Thượng 1, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 16,5 tỷ ", 80 m2,_,Nhà mặt tiền,---,5m,16m,3
" Đường Nguyễn Tất Thành, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng", 30 tỷ , 250 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,25m,4
" Đường Dương Đình Nghệ, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng", 29 tỷ , 200 m2,_,Nhà mặt tiền,---,"9,5m",24m,3
" Đường Nguyễn Phong Sắc, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 6,4 tỷ ", 90 m2,_,Nhà mặt tiền,---,5m,18m,1
" Đường Nguyễn Hữu Thọ, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng", 38 tỷ , 230 m2,_,Nhà mặt tiền,---,10m,23m,5
" Đường Điện Biên Phủ, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng", 25 tỷ , 310 m2,_,Nhà mặt tiền,---,10m,23m,2
" Đường Lương Ngọc Quyến, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 12,9 tỷ ", 140 m2,_,Nhà mặt tiền,---,"4,5m",30m,2
" Đường Lê Lợi, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"," 13,5 tỷ ", 65 m2,_,Nhà mặt tiền,---,"7,1m",10m,3
