price,Diện tích,Phòng ngủ,Phòng tắm,Giấy tờ pháp lý,Số tầng,Chiều rộng,Chiều dài,Hiện trạng nhà,Năm xây dựng,Vị trí,Trạng thái sử dụng,Đường rộng,Hướng,Kết cấu
4.85 tỷ,72 m²,3,2,Sổ đỏ,3,4.5 m,16 m,Đang ở,,Mặt tiền,Đã qua sử dụng,5.5 m,,Nhà cấp 3
4.1 tỷ,72 m²,3,2,Sổ đỏ,3,4.5 m,16 m,Đang ở,,Mặt tiền,Đã qua sử dụng,5.5 m,,Nhà cấp 3
2.45 tỷ,70 m²,2,2,Sổ hồng,1,5 m,14.6 m,Đang ở,,,,,,
1.79 tỷ,66 m²,2,2,Sổ hồng,1,4 m,15.4 m,Đang ở,,,,,,
4.2 tỷ,66 m²,5,4,Sổ đỏ,3,3.3 m,12 m,Đang ở,,,,,,
2.29 tỷ,48 m²,3,2,Sổ đỏ,2,4 m,12 m,Đang ở,,,,,,
6.8 tỷ,125 m²,3,4,Sổ đỏ,3,5 m,20 m,Nhà trống,,,,,,
3.65 tỷ,70 m²,2,2,Sổ hồng,2,5 m,14 m,Nhà trống,,,,,,
4.5 tỷ,58 m²,3,2,Sổ hồng,2,4 m,14.5 m,Nhà trống,,,,,,
2.95 tỷ,80 m²,3,3,Sổ hồng,3,6 m,13 m,Có nội thất,,Hẻm,Đã qua sử dụng,4 m,,
4.6 tỷ,76 m²,3,4,Sổ đỏ,3,5 m,16 m,Nhà trống,,,,,,
4.3 tỷ,56 m²,3,3,Sổ hồng,4,4 m,14 m,Đang ở,,,,,,
1.85 tỷ,48 m²,2,2,Sổ hồng,2,4.5 m,10.5 m,Nhà trống,,,,,,
2.3 tỷ,65 m²,2,2,Sổ hồng,1,5.7 m,11.5 m,Nhà trống,,,,,,
6 tỷ,85 m²,2,1,Sổ hồng,1,6.4 m,13.3 m,Nhà trống,,,,,,
3.49 tỷ,70 m²,3,2,Sổ đỏ,3,4.5 m,15 m,Nhà trống,,Hẻm,Đã qua sử dụng,3.5 m,,Nhà cấp 3
3.82 tỷ,70 m²,3,3,Sổ đỏ,3,,,Nhà trống,,,,,,
12.5 tỷ,122 m²,5,5,Sổ hồng,5+,7 m,18 m,Nhà trống,,,,,,
3.25 tỷ,75 m²,3,3,Sổ hồng,3,5 m,15 m,Có nội thất,,Hẻm,Đã qua sử dụng,4 m,,
3.79 tỷ,90 m²,3,2,Sổ hồng,2,7.2 m,13 m,Nhà trống,,,,,,
6 tỷ,41 m²,3,3,Sổ hồng,3,3.5 m,12 m,Đang ở,,,,,,
2.09 tỷ,30 m²,2,2,Sổ đỏ,2,4 m,8 m,Nhà trống,,,,,,
14.7 tỷ,312 m²,1,1,Sổ hồng,1,7 m,40 m,Nhà trống,,,,,,
1.55 tỷ,34 m²,2,2,Sổ hồng,2,6 m,5.5 m,Nhà trống,,,,,,
2.15 tỷ,55 m²,2,2,Sổ đỏ,2,5 m,8 m,Đang ở,,,,,,
5.1 tỷ,80 m²,3,2,Sổ đỏ,2,5 m,16 m,Nhà trống,,,,,,
5.25 tỷ,90 m²,3,2,Sổ đỏ,2,4.5 m,20 m,Nhà trống,,,,,,
3.6 tỷ,85 m²,3,3,Sổ đỏ,2,5 m,17 m,Đang ở,,,,,,
6.2 tỷ,92 m²,3,4,Sổ đỏ,3,4.5 m,20.5 m,Đang ở,,,,,,
4.1 tỷ,127 m²,3,2,Sổ đỏ,2,5 m,22 m,Nhà trống,,Mặt tiền,Đã qua sử dụng,6 m,,Nhà cấp 2
4.89 tỷ,60 m²,2,3,Sổ đỏ,2,5 m,15 m,Đang ở,,,,,,
2.65 tỷ,41 m²,3,2,Sổ hồng,3,4.5 m,9 m,Nhà trống,,,,,,
4.5 tỷ,93 m²,3,2,Sổ hồng,2,5 m,18.5 m,Đang ở,,,,,,
3.85 tỷ,130 m²,5,5,Sổ đỏ,3,5 m,26 m,Nhà trống,,,,,,
2.3 tỷ,51 m²,2,1,Sổ hồng,2,4 m,12.5 m,Nhà trống,,,,,,
4.4 tỷ,100 m²,2,2,Sổ đỏ,1,5 m,20 m,Nhà trống,,,,,,
6.8 tỷ,125 m²,3,3,Sổ đỏ,3,5 m,25 m,Nhà trống,,,,,,
1.65 tỷ,25 m²,2,2,Sổ hồng,2,3.2 m,8 m,Nhà trống,,,,,,
3.2 tỷ,54 m²,4,4,Sổ hồng,3,6 m,9 m,Nhà trống,,,,,,
4.5 tỷ,93 m²,3,2,Sổ hồng,2,5 m,18.5 m,Nhà trống,,,,,,
5.8 tỷ,100 m²,4,4,Sổ đỏ,3,5 m,20 m,Đang ở,,,,,,
16 tỷ,100 m²,5,5,Sổ đỏ,3,4.5 m,22 m,Nhà trống,,,,,,
3.7 tỷ,77 m²,2,1,Sổ đỏ,2,4.8 m,16 m,Nhà trống,,,,,,
2.95 tỷ,60 m²,3,3,Sổ đỏ,3,5 m,12 m,Đang ở,,,,,,
3.35 tỷ,78 m²,,,,,6 m,,Có nội thất,,Mặt tiền,,5.5 m,,
3.65 tỷ,70 m²,2,2,Sổ hồng,2,5 m,14 m,Đang ở,,,,,,
21.3 tỷ,155 m²,5,5,Sổ hồng,3,8.5 m,18 m,Đang ở,,,,,,
3 tỷ,78 m²,2,2,Sổ đỏ,2,,,Nhà trống,,,,,,
6.1 tỷ,64 m²,2,1,Sổ hồng,1,4 m,16 m,Nhà trống,,,,,,
3.2 tỷ,54 m²,4,4,Sổ hồng,3,6 m,9 m,Đang ở,,,,,,
4.97 tỷ,66 m²,3,2,Sổ đỏ,3,5 m,13 m,Đang ở,,Mặt tiền,Đã qua sử dụng,6 m,,
5.95 tỷ,75 m²,3,2,Sổ đỏ,3,5 m,15 m,Đang ở,,Mặt tiền,Đã qua sử dụng,6 m,,Biệt thự
3.5 tỷ,78 m²,3,3,Hợp đồng mua bán,3,5 m,15.6 m,Đang ở,,,,,,
1.8 tỷ,56 m²,2,2,Sổ hồng,1,5 m,11 m,Đang ở,,,,,,
10.95 tỷ,80 m²,5,5,Sổ đỏ,3,6 m,15 m,Đang ở,,,,,,
8.78 tỷ,90 m²,5,5,Sổ đỏ,5+,5 m,18 m,Đang ở,,,,,,
3.2 tỷ,136 m²,3,1,Sổ đỏ,,,,Đang ở,,,,,,
8.78 tỷ,90 m²,5,5,Sổ đỏ,5+,5 m,18 m,Đang ở,,,,,,
3 tỷ,61 m²,2,1,Sổ hồng,1,4 m,15 m,Đang ở,,,,,,
4.5 tỷ,93 m²,3,2,Sổ hồng,2,5 m,18.5 m,Nhà trống,,,,,,
8.98 tỷ,171 m²,5,5,Sổ hồng,4,7 m,24.5 m,Nhà trống,,,,,,
6.2 tỷ,85 m²,4,4,Sổ đỏ,3,5 m,17 m,Đang ở,,,,,,
6.2 tỷ,85 m²,2,1,Sổ đỏ,1,5 m,17 m,Nhà trống,,,,,,
5.5 tỷ,90 m²,5,4,Sổ đỏ,4,5 m,18 m,Đang ở,,,,,,
3.75 tỷ,51 m²,3,3,Sổ đỏ,4,4 m,12.8 m,Đang ở,,,,,,
3.7 tỷ,100 m²,3,2,Sổ hồng,2,5.5 m,18 m,Đang ở,,,,,,
4.2 tỷ,75 m²,3,2,Sổ hồng,2,5 m,15 m,Đang ở,,,,,,
4.65 tỷ,77 m²,3,3,Sổ đỏ,3,5 m,15 m,Đang ở,,,,,,
4.15 tỷ,75 m²,2,2,Sổ hồng,2,5 m,15 m,Đang ở,,,,,,
5.4 tỷ,75 m²,3,2,Sổ đỏ,3,5 m,15 m,Đang ở,,Mặt tiền,Đã qua sử dụng,6 m,,Biệt thự
7.89 tỷ,58 m²,4,5,Sổ đỏ,4,5 m,12 m,Đang ở,,,,,,
7.89 tỷ,58 m²,4,5,Sổ đỏ,4,5 m,12 m,Đang ở,,,,,,
28 tỷ,110 m²,5,5,Sổ đỏ,3,5 m,22 m,Đang ở,,,,,,
28 tỷ,110 m²,5,5,Sổ đỏ,3,5 m,22 m,Đang ở,,,,,,
5.99 tỷ,84 m²,5,5,Sổ hồng,4,4.5 m,18.7 m,Nhà trống,,,,,,
19.5 tỷ,600 m²,5,5,Sổ hồng,2,15.5 m,43 m,Đang ở,,,,,,
3.25 tỷ,76 m²,2,2,Sổ hồng,1,4.5 m,18 m,Đang ở,,,,,,
3.7 tỷ,100 m²,3,2,Sổ hồng,2,5.5 m,18 m,Nhà trống,,,,,,
9.4 tỷ,145 m²,5,3,Sổ đỏ,2,6.4 m,24 m,Đang ở,,,,,,
4.7 tỷ,85 m²,3,3,Sổ đỏ,3,5 m,17 m,Nhà trống,,,,,,
2.85 tỷ,45 m²,3,3,Sổ đỏ,3,7 m,6.4 m,Đang ở,,,,,,
2.85 tỷ,45 m²,3,3,Sổ đỏ,3,7 m,6.4 m,Đang ở,,,,,,
2.2 tỷ,35 m²,2,2,Sổ đỏ,2,5 m,7.5 m,Đang ở,,,,,,
10.4 tỷ,170 m²,1,2,Sổ đỏ,1,7 m,25 m,Đang ở,,,,,,
1.8 tỷ,56 m²,2,2,Sổ hồng,1,5 m,11 m,Nhà trống,,,,,,
6.3 tỷ,75 m²,4,2,Sổ đỏ,3,5 m,15 m,Đang ở,,Mặt tiền,Đã qua sử dụng,6 m,,Biệt thự
6 tỷ,75 m²,3,2,Sổ đỏ,3,5 m,15 m,Đang ở,,Mặt tiền,Đã qua sử dụng,6 m,,Biệt thự
1.95 tỷ,52 m²,2,2,Sổ hồng,2,4.5 m,12 m,Nhà trống,,,,,,
20.5 tỷ,122 m²,5,5,Sổ hồng,5+,6.5 m,20 m,Nhà trống,,,,,,
2.4 tỷ,61 m²,2,2,Sổ hồng,2,4 m,15 m,Đang ở,,,,,,
2.55 tỷ,55 m²,2,2,Sổ hồng,2,4.5 m,12 m,Nhà trống,,,,,,
5.1 tỷ,85 m²,3,2,Sổ đỏ,3,5 m,17 m,Nhà trống,,,,,,
2.85 tỷ,45 m²,3,3,Sổ đỏ,3,8.35 m,5.5 m,Đang ở,,,,,,
9.99 tỷ,90 m²,5,5,Sổ đỏ,5+,6 m,15 m,Nhà trống,,,,,,
9.8 tỷ,150 m²,5,5,Sổ đỏ,3,6 m,25 m,Nhà trống,,,,,,
5.2 tỷ,72 m²,3,3,Sổ đỏ,2,4.5 m,16 m,Đang ở,,,,,,
13.2 tỷ,186 m²,5,2,Sổ đỏ,3,8 m,23 m,Đang ở,,Mặt tiền,Đã qua sử dụng,7 m,,Biệt thự
5.2 tỷ,72 m²,3,3,Sổ đỏ,2,4.5 m,16 m,Đang ở,,,,,,
13.2 tỷ,186 m²,5,2,Sổ đỏ,3,8 m,23 m,Đang ở,,Mặt tiền,Đã qua sử dụng,7 m,,Biệt thự
2.2 tỷ,30 m²,2,2,Sổ hồng,2,4.2 m,7.7 m,Nhà trống,,,,,,
2.75 tỷ,40 m²,3,2,Sổ hồng,2,3.5 m,11 m,Đang ở,,,,,,
3.8 tỷ,100 m²,2,2,Sổ hồng,2,5 m,20 m,Nhà trống,,,,,,
2.6 tỷ,62 m²,2,2,Sổ hồng,2,4.8 m,13 m,Đang ở,,,,,,
3.5 tỷ,65 m²,3,3,Sổ đỏ,3,5 m,15 m,Đang ở,,,,,,
4.4 tỷ,110 m²,5,5,Sổ đỏ,2,5 m,22 m,Đang ở,,,,,,
4.39 tỷ,110 m²,5,5,Sổ đỏ,2,5 m,22 m,Đang ở,,,,,,
3.69 tỷ,52 m²,3,3,Sổ hồng,3,4.6 m,11.2 m,Nhà trống,,,,,,
20 tỷ,153 m²,5,5,Sổ hồng,5+,15.3 m,10 m,Đang ở,,,,,,
3.7 tỷ,51 m²,3,3,Sổ hồng,3,4.7 m,11 m,Đang ở,,,,,,
2.6 tỷ,30 m²,3,3,Sổ hồng,3,5 m,6 m,Nhà trống,,,,,,
6 tỷ,105 m²,3,2,Sổ đỏ,3,5 m,21 m,Đang ở,,Mặt tiền,Đã qua sử dụng,7.5 m,,Biệt thự
7.9 tỷ,100 m²,3,2,Sổ đỏ,3,5 m,20 m,Đang ở,,Mặt tiền,Đã qua sử dụng,7.5 m,,Biệt thự
34 tỷ,500 m²,5,5,Sổ hồng,3,10.2 m,32 m,Nhà trống,,,,,,
5 tỷ,88 m²,4,2,Sổ hồng,1,6 m,15 m,Đang ở,,,,,,
3.77 tỷ,94 m²,3,2,Sổ hồng,2,4.6 m,20 m,Nhà trống,,,,,,
9.8 tỷ,150 m²,5,5,Sổ đỏ,3,6 m,25 m,Nhà trống,,,,,,
5.2 tỷ,72 m²,3,3,Sổ đỏ,2,4.5 m,16 m,Đang ở,,,,,,
13.2 tỷ,186 m²,5,2,Sổ đỏ,3,8 m,23 m,Đang ở,,Mặt tiền,Đã qua sử dụng,7 m,,Biệt thự
2.2 tỷ,30 m²,2,2,Sổ hồng,2,4.2 m,7.7 m,Nhà trống,,,,,,
2.75 tỷ,40 m²,3,2,Sổ hồng,2,3.5 m,11 m,Đang ở,,,,,,
3.8 tỷ,100 m²,2,2,Sổ hồng,2,5 m,20 m,Nhà trống,,,,,,
2.6 tỷ,62 m²,2,2,Sổ hồng,2,4.8 m,13 m,Đang ở,,,,,,
3.5 tỷ,65 m²,3,3,Sổ đỏ,3,5 m,15 m,Đang ở,,,,,,
4.4 tỷ,110 m²,5,5,Sổ đỏ,2,5 m,22 m,Đang ở,,,,,,
4.39 tỷ,110 m²,5,5,Sổ đỏ,2,5 m,22 m,Đang ở,,,,,,
3.69 tỷ,52 m²,3,3,Sổ hồng,3,4.6 m,11.2 m,Nhà trống,,,,,,
20 tỷ,153 m²,5,5,Sổ hồng,5+,15.3 m,10 m,Đang ở,,,,,,
3.7 tỷ,51 m²,3,3,Sổ hồng,3,4.7 m,11 m,Đang ở,,,,,,
2.6 tỷ,30 m²,3,3,Sổ hồng,3,5 m,6 m,Nhà trống,,,,,,
6 tỷ,105 m²,3,2,Sổ đỏ,3,5 m,21 m,Đang ở,,Mặt tiền,Đã qua sử dụng,7.5 m,,Biệt thự
7.9 tỷ,100 m²,3,2,Sổ đỏ,3,5 m,20 m,Đang ở,,Mặt tiền,Đã qua sử dụng,7.5 m,,Biệt thự
34 tỷ,500 m²,5,5,Sổ hồng,3,10.2 m,32 m,Nhà trống,,,,,,
5 tỷ,88 m²,4,2,Sổ hồng,1,6 m,15 m,Đang ở,,,,,,
3.77 tỷ,94 m²,3,2,Sổ hồng,2,4.6 m,20 m,Nhà trống,,,,,,
2.75 tỷ,40 m²,3,2,Sổ hồng,2,3.5 m,11 m,Đang ở,,,,,,
3.77 tỷ,94 m²,3,2,Sổ đỏ,2,4.6 m,20 m,Nhà trống,,,,,,
3.75 tỷ,94 m²,3,2,Sổ đỏ,1,4.6 m,20 m,Nhà trống,,,,,,
35 tỷ,190 m²,5,5,Sổ đỏ,5+,6 m,32 m,Nhà trống,,,,,,
11.4 tỷ,95 m²,,,Sổ đỏ,,5 m,,Nhà trống,,,,,,
1.95 tỷ,36 m²,2,2,Sổ hồng,2,3.6 m,10 m,Nhà trống,,,,,,
8.8 tỷ,80 m²,4,4,Sổ đỏ,4,5 m,16 m,Nhà trống,,,,,,
8.8 tỷ,80 m²,4,4,Sổ đỏ,4,5 m,16 m,Đang ở,,,,,,
6.3 tỷ,75 m²,2,2,Sổ hồng,3,7 m,,Đang ở,,,,,,
3.69 tỷ,52 m²,3,3,Sổ hồng,3,4.6 m,11.2 m,Nhà trống,,,,,,
4.35 tỷ,85 m²,4,3,Sổ đỏ,3,3.7 m,25 m,Nhà trống,,,,,,
4.65 tỷ,100 m²,3,2,Sổ đỏ,2,4.6 m,22 m,Đang ở,,,,,,
3.7 tỷ,51 m²,3,3,Sổ hồng,3,4.7 m,11 m,Nhà trống,,,,,,
6.9 tỷ,100 m²,5,5,Sổ đỏ,5+,5 m,20 m,Đang ở,,,,,,
6.9 tỷ,100 m²,5,5,Sổ đỏ,5+,5 m,20 m,Đang ở,,,,,,
1.95 tỷ,92 m²,1,1,Sổ đỏ,,,,Nhà trống,,,,,,
3.69 tỷ,52 m²,3,3,Sổ hồng,3,4.6 m,11.2 m,Đang ở,,,,,,
3.5 tỷ,99 m²,4,4,Sổ hồng,2,6 m,18 m,Nhà trống,,,,,,
3.7 tỷ,52 m²,3,3,Sổ hồng,3,4.7 m,11 m,Nhà trống,,,,,,
3.7 tỷ,52 m²,3,3,Sổ hồng,3,4.7 m,11 m,Nhà trống,,,,,,
4.1 tỷ,62 m²,4,4,Sổ đỏ,3,5 m,8 m,Đang ở,,,,,,
3.7 tỷ,51 m²,3,3,Sổ đỏ,3,4.7 m,11 m,Đang ở,,,,,,
4.4 tỷ,151 m²,5,4,Sổ đỏ,2,5 m,44 m,Nhà trống,,,,,,
3.7 tỷ,51 m²,3,3,Sổ đỏ,3,4.7 m,11 m,Nhà trống,,,,,,
1.85 tỷ,64 m²,2,3,Sổ đỏ,2,3.5 m,17 m,Nhà trống,,,,,,
2.2 tỷ,85 m²,2,1,Sổ đỏ,1,5 m,17 m,Đang ở,,Hẻm,Đã qua sử dụng,3 m,,Nhà cấp 4
2.59 tỷ,48 m²,3,2,Sổ hồng,2,4 m,12 m,Nhà trống,,,,,,
6.5 tỷ,90 m²,3,3,Sổ hồng,3,5 m,18 m,Nhà trống,,,,,,
1.96 tỷ,36 m²,2,2,Sổ hồng,2,3.6 m,10 m,Nhà trống,,,,,,
1.19 tỷ,15 m²,2,1,Sổ hồng,2,3 m,5 m,Nhà trống,,,,,,
3.7 tỷ,38 m²,3,4,Sổ hồng,4,4 m,9.5 m,Đang ở,,,,,,
3.15 tỷ,67 m²,1,1,Sổ hồng,1,4.1 m,15.3 m,Nhà trống,,,,,,
5 tỷ,80 m²,3,3,Sổ đỏ,2,6 m,14 m,Nhà trống,,,,,,
4.45 tỷ,90 m²,3,2,Sổ hồng,2,5 m,18 m,Đang ở,,,,,,
5 tỷ,80 m²,3,3,Sổ đỏ,2,6 m,14 m,Đang ở,,,,,,
3.2 tỷ,120 m²,4,3,Sổ đỏ,2,12 m,10 m,Đang ở,,,,,,
4.45 tỷ,90 m²,3,3,Sổ đỏ,2,5 m,18 m,Nhà trống,,,,,,
2.7 tỷ,51 m²,2,2,Sổ đỏ,2,4 m,13 m,Đang ở,,,,,,
11.95 tỷ,80 m²,5,5,Sổ đỏ,4,6 m,15 m,Nhà trống,,,,,,
8.5 tỷ,110 m²,3,2,Sổ đỏ,2,5 m,22 m,Đang ở,,Mặt tiền,Đã qua sử dụng,10 m,,Biệt thự
4.85 tỷ,93 m²,3,2,Sổ đỏ,2,5 m,19 m,Nhà trống,,Hẻm,Đã qua sử dụng,5 m,,Biệt thự
4.1 tỷ,46 m²,2,2,Sổ hồng,3,4 m,11.5 m,Đang ở,,,,,,
5 tỷ,85 m²,3,2,Sổ hồng,2,5 m,17 m,Nhà trống,,,,,,
21.5 tỷ,234 m²,4,4,Sổ đỏ,3,,,Đang ở,,,,,,
2.59 tỷ,48 m²,3,2,Sổ hồng,2,4 m,12 m,Nhà trống,,,,,,
2.75 tỷ,63 m²,3,2,Sổ hồng,2,4.1 m,15 m,Đang ở,,,,,,
6.8 tỷ,53 m²,5,5,Sổ hồng,5+,5 m,10.4 m,Đang ở,,,,,,
2.4 tỷ,85 m²,2,1,Sổ hồng,1,4.8 m,14 m,Nhà trống,,,,,,
5.9 tỷ,97 m²,2,1,Sổ hồng,1,3.5 m,27.7 m,Đang ở,,,,,,
30 tỷ,140 m²,5,5,Sổ đỏ,5+,7 m,20 m,Đang ở,,,,,,
16.5 tỷ,108 m²,5,5,Sổ đỏ,5+,5 m,21 m,Đang ở,,,,,,
3.4 tỷ,65 m²,3,3,Sổ đỏ,2,5 m,15 m,Đang ở,,,,,,
3.4 tỷ,65 m²,3,3,Sổ đỏ,2,5 m,15 m,Nhà trống,,,,,,
2.69 tỷ,67 m²,2,2,Sổ đỏ,2,5.5 m,12 m,Đang ở,,Hẻm,Đã qua sử dụng,2.5 m,,Nhà tạm
2.7 tỷ,54 m²,2,2,Sổ đỏ,2,4 m,13 m,Đang ở,,Hẻm,Đã qua sử dụng,2.5 m,,Nhà tạm
3.8 tỷ,184 m²,3,2,Sổ hồng,1,8 m,23 m,Đang ở,,Hẻm,Đã qua sử dụng,3 m,,
12.8 tỷ,170 m²,5,5,Sổ đỏ,4,7 m,25 m,Đang ở,,,,,,
2.2 tỷ,30 m²,2,2,Sổ hồng,2,4.2 m,7.7 m,Nhà trống,,,,,,
5.3 tỷ,93 m²,3,3,Sổ hồng,3,4 m,23 m,Đang ở,,,,,,
4.2 tỷ,70 m²,5,4,Sổ hồng,3,7 m,10 m,Nhà trống,,,,,,
2.75 tỷ,40 m²,3,2,Sổ hồng,2,3.5 m,11 m,Nhà trống,,,,,,
1.42 tỷ,28 m²,2,2,Sổ hồng,2,3.1 m,9 m,Nhà trống,,,,,,
1.68 tỷ,42 m²,2,1,Sổ hồng,1,6 m,7 m,Đang ở,,,,,,
16.8 tỷ,88 m²,5,5,Sổ đỏ,5+,4.5 m,19.8 m,Nhà trống,,,,,,
12.5 tỷ,120 m²,5,5,Sổ đỏ,3,5 m,23 m,Nhà trống,,,,,,
14.9 tỷ,200 m²,5,5,Sổ đỏ,2,6.3 m,32 m,Nhà trống,,,,,,
2.6 tỷ,48 m²,3,2,Sổ đỏ,2,4 m,12 m,Đang ở,,,,,,
2.05 tỷ,54 m²,2,2,Sổ đỏ,2,4.5 m,12 m,Nhà trống,,,,,,
2.05 tỷ,54 m²,2,2,Sổ đỏ,2,4.5 m,12 m,Đang ở,,,,,,
2.6 tỷ,48 m²,3,2,Sổ đỏ,2,4 m,12 m,Nhà trống,,,,,,
10.7 tỷ,180 m²,3,4,Sổ đỏ,3,10 m,18 m,Đang ở,,,,,,
7 tỷ,69 m²,3,4,Sổ đỏ,3,4.5 m,16 m,Đang ở,,,,,,
29 tỷ,145 m²,5,5,Sổ hồng,5+,4.5 m,32 m,Nhà trống,,,,,,
9.95 tỷ,485 m²,1,1,Sổ đỏ,1,16 m,30 m,Đang ở,2020,Mặt tiền,Đã qua sử dụng,8 m,Đông Nam,Nhà cấp 4
3.8 tỷ,184 m²,3,1,Sổ hồng,1,8 m,23 m,Có nội thất,,Hẻm,Đã qua sử dụng,3 m,,
28.5 tỷ,285 m²,5,5,Sổ hồng,2,16 m,18 m,Nhà trống,,,,,,
5 tỷ,59 m²,3,4,Sổ hồng,4,4.5 m,13 m,Đang ở,,,,,,
6.8 tỷ,82 m²,4,4,Sổ hồng,3,6 m,14 m,Nhà trống,,,,,,
2.05 tỷ,31 m²,2,2,Sổ hồng,2,3.5 m,8.5 m,Đang ở,,,,,,
6.5 tỷ,79 m²,4,3,Sổ hồng,3,4.5 m,17.5 m,Đang ở,,,,,,
4.2 tỷ,100 m²,3,3,Sổ hồng,3,5 m,20 m,Đang ở,,,,,,
12.8 tỷ,105 m²,5,5,Sổ đỏ,5+,4 m,22.5 m,Nhà trống,,,,,,
12.3 tỷ,115 m²,5,5,Sổ đỏ,4,5.5 m,23 m,Nhà trống,,,,,,
8.7 tỷ,180 m²,18,18,Sổ đỏ,4,4 m,45 m,Đang ở,,Mặt tiền,Đã qua sử dụng,7 m,,Biệt thự
6.5 tỷ,90 m²,4,4,Sổ đỏ,3,5 m,18 m,Đang ở,,,,,,
5.2 tỷ,99 m²,2,2,Sổ hồng,2,5.5 m,17.5 m,Nhà trống,,,,,,
6.5 tỷ,130 m²,3,3,Sổ hồng,3,6 m,21 m,Đang ở,,,,,,
5 tỷ,59 m²,3,4,Sổ hồng,4,4.5 m,13 m,Nhà trống,,,,,,
3.9 tỷ,56 m²,2,2,Sổ hồng,1,4 m,16 m,Đang ở,,,,,,
2.85 tỷ,36 m²,2,3,Sổ hồng,3,3.2 m,11 m,Nhà trống,,,,,,
102 tỷ,460 m²,5,5,Sổ đỏ,5+,20 m,23 m,Đang ở,,,,,,
12.5 tỷ,100 m²,5,5,Sổ đỏ,5+,5 m,20 m,Đang ở,,,,,,
5.3 tỷ,86 m²,3,2,Sổ đỏ,3,5 m,17 m,Đang ở,,Mặt tiền,Đã qua sử dụng,7 m,,Biệt thự
15 tỷ,120 m²,3,3,Sổ đỏ,3,6 m,20 m,Nhà trống,,,,,,
15 tỷ,120 m²,3,3,Sổ đỏ,3,6 m,20 m,Nhà trống,,,,,,
5 tỷ,80 m²,3,3,Sổ đỏ,2,6 m,14 m,Nhà trống,,,,,,
3.95 tỷ,65 m²,3,3,Sổ đỏ,3,7 m,9 m,Đang ở,,,,,,
5 tỷ,80 m²,3,3,Sổ đỏ,2,6 m,14 m,Đang ở,,,,,,
1.75 tỷ,40 m²,2,1,Sổ đỏ,2,4 m,10 m,Đang ở,,,,,,
2.45 tỷ,90 m²,3,2,Sổ hồng,2,4.5 m,20 m,Có nội thất,,Hẻm,Đã qua sử dụng,3 m,,
3.3 tỷ,44 m²,3,1,Sổ hồng,1,3.5 m,13 m,Nhà trống,,,,,,
11 tỷ,80 m²,3,3,Sổ hồng,3,5 m,16 m,Đang ở,,,,,,
2.5 tỷ,61 m²,2,2,Sổ hồng,2,4 m,15 m,Đang ở,,,,,,
5 tỷ,59 m²,3,4,Sổ hồng,4,4.5 m,13 m,Đang ở,,,,,,
2.2 tỷ,41 m²,2,2,Sổ hồng,2,5.5 m,7.5 m,Nhà trống,,,,,,
1.35 tỷ,16 m²,1,1,Sổ hồng,2,4 m,4 m,Đang ở,,,,,,
3.98 tỷ,88 m²,5,3,Sổ đỏ,3,4 m,22 m,Nhà trống,,,,,,
3.9 tỷ,115 m²,3,3,Sổ đỏ,1,5 m,23 m,Nhà trống,,,,,,
3.98 tỷ,88 m²,5,3,Sổ đỏ,3,4 m,22 m,Đang ở,,,,,,
1.5 tỷ,94 m²,3,1,Sổ đỏ,,,,Nhà trống,,,,,,
3.85 tỷ,60 m²,3,3,Sổ đỏ,3,4 m,15 m,Đang ở,,,,,,
7.5 tỷ,90 m²,5,4,Sổ đỏ,4,5 m,18 m,Nhà trống,,,,,,
3.1 tỷ,100 m²,3,3,Sổ hồng,3,5 m,20 m,Đang ở,,Hẻm,Đã qua sử dụng,3 m,,
3.35 tỷ,52 m²,3,2,Sổ đỏ,3,3.6 m,14.6 m,Nhà trống,,,,,,
2.2 tỷ,41 m²,2,2,Sổ hồng,2,5.5 m,7.5 m,Đang ở,,,,,,
5.9 tỷ,81 m²,3,3,Sổ đỏ,3,4.5 m,18 m,Đang ở,,,,,,
2.19 tỷ,81 m²,2,1,Hợp đồng mua bán,1,4.5 m,18 m,Nhà trống,,,,,,
5.4 tỷ,60 m²,3,4,Sổ hồng,3,4.5 m,13 m,Đang ở,,,,,,
2.65 tỷ,72 m²,3,2,Sổ đỏ,2,4 m,16 m,Nhà trống,,,,,,
1.35 tỷ,15 m²,1,1,Sổ hồng,2,3.8 m,4 m,Nhà trống,,,,,,
33 tỷ,142 m²,5,4,Sổ đỏ,5+,6.47 m,21 m,Đang ở,,,,,,
7.5 tỷ,103 m²,2,1,Sổ hồng,1,4.5 m,23 m,Nhà trống,,,,,,
28.5 tỷ,285 m²,5,5,Sổ hồng,2,16 m,18 m,Đang ở,,,,,,
1.35 tỷ,15 m²,1,1,Sổ hồng,2,3.8 m,4 m,Đang ở,,,,,,
2.86 tỷ,52 m²,2,2,Sổ đỏ,2,4 m,12 m,Nhà trống,,,,,,
5.2 tỷ,90 m²,2,1,Sổ đỏ,1,4.5 m,20 m,Nhà trống,,,,,,
4.2 tỷ,106 m²,4,3,Sổ đỏ,3,5 m,21 m,Đang ở,,Mặt tiền,Đã qua sử dụng,10 m,,Biệt thự
3.9 tỷ,90 m²,3,2,Sổ đỏ,3,9 m,10 m,Đang ở,,Hẻm,Đã qua sử dụng,3 m,,Biệt thự
5.6 tỷ,500 m²,2,2,Sổ đỏ,3,10 m,50 m,Nhà trống,,,,,,
